"Latitude (decimal degrees):	51.507",,,,,,,,,,,,,,,,,
"Longitude (decimal degrees):	0.135",,,,,,,,,,,,,,,,,
"Elevation (m):	3",,,,,,,,,,,,,,,,,
"Radiation database:	PVGIS-SARAH2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Slope: 40 deg. (optimum),,,,,,,,,,,,,,,,,
Azimuth: -1 deg. (optimum),,,,,,,,,,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	150.0",,,,,,,,,,,,,,,,,
"System losses (%):	14.0",,,,,,,,,,,,,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int,,,,,,,,,,,
20131119:2010,0,0,0,1.36,3.66,0,,,,,,,,,,,
20131119:2110,0,0,0,0.87,3.24,0,,,,,,,,,,,
20131119:2210,0,0,0,0.29,2.9,0,,,,,,,,,,,
20131119:2310,0,0,0,-0.24,2.69,0,,,,,,,,,,,
20131120:0010,0,0,0,-0.78,2.34,0,,,,,,,,,,,
20131120:0110,0,0,0,-1.23,2.69,0,,,,,,,,,,,
20131120:0210,0,0,0,-1.38,2.83,0,,,,,,,,,,,
20131120:0310,0,0,0,-1.48,2.9,0,,,,,,,,,,,
20131120:0410,0,0,0,-1.31,3.38,0,,,,,,,,,,,
20131120:0510,0,0,0,-0.8,3.72,0,,,,,,,,,,,
20131120:0610,0,0,0,0.16,4.48,0,,,,,,,,,,,
20131120:0710,0,0,0,1.73,5.1,0,,,,,,,,,,,
20131120:0810,2962.5,35.8,4.84,3.03,5.59,0,,,,,,,,,,,
20131120:0910,3222,38.09,11.23,3.81,5.86,0,,,,,,,,,,,
20131120:1010,4068,45.35,15.89,4.88,5.93,0,,,,,,,,,,,
20131120:1110,16879.5,143.14,18.44,5.82,5.79,0,,,,,,,,,,,
20131120:1210,3823.5,43.54,18.62,6.16,5.93,0,,,,,,,,,,,
20131120:1310,21369,175.61,16.41,6.07,5.66,0,,,,,,,,,,,
20131120:1410,65832,502.37,12.04,5.83,5.24,0,,,,,,,,,,,
20131120:1510,32625,260.41,5.89,5.56,4.83,0,,,,,,,,,,,
20131120:1610,0,0,0,4.55,4.34,0,,,,,,,,,,,
20131120:1710,0,0,0,3.96,3.52,0,,,,,,,,,,,
20131120:1810,0,0,0,3.23,3.38,0,,,,,,,,,,,
20131120:1910,0,0,0,2.15,3.38,0,,,,,,,,,,,
20131120:2010,0,0,0,2.61,3.52,0,,,,,,,,,,,
20131120:2110,0,0,0,2.52,3.59,0,,,,,,,,,,,
20131120:2210,0,0,0,2.47,3.66,0,,,,,,,,,,,
20131120:2310,0,0,0,2.61,3.45,0,,,,,,,,,,,
20131121:0010,0,0,0,2.74,3.45,0,,,,,,,,,,,
20131121:0110,0,0,0,2.84,3.59,0,,,,,,,,,,,
20131121:0210,0,0,0,2.69,3.72,0,,,,,,,,,,,
20131121:0310,0,0,0,2.67,3.79,0,,,,,,,,,,,
20131121:0410,0,0,0,2.57,3.79,0,,,,,,,,,,,
20131121:0510,0,0,0,2.78,4.21,0,,,,,,,,,,,
20131121:0610,0,0,0,3.72,4.55,0,,,,,,,,,,,
20131121:0710,0,0,0,4.43,6.97,0,,,,,,,,,,,
20131121:0810,1915.5,26.71,4.62,4.62,6.9,0,,,,,,,,,,,
20131121:0910,1675.5,24.49,11,4.95,6.55,0,,,,,,,,,,,
20131121:1010,8608.5,81.41,15.66,5.52,6.28,0,,,,,,,,,,,
20131121:1110,8478,80.72,18.21,6.05,5.17,0,,,,,,,,,,,
20131121:1210,5478,57.14,18.4,6.31,5.66,0,,,,,,,,,,,
20131121:1310,82579.5,629.85,16.21,6.57,5.93,0,,,,,,,,,,,
20131121:1410,61336.5,470.21,11.86,6.73,5.31,0,,,,,,,,,,,
20131121:1510,30253.5,243.92,5.72,6.72,5.17,0,,,,,,,,,,,
20131121:1610,0,0,0,6.06,4.9,0,,,,,,,,,,,
20131121:1710,0,0,0,5.18,4.69,0,,,,,,,,,,,
20131121:1810,0,0,0,4.59,4.62,0,,,,,,,,,,,
20131121:1910,0,0,0,4.56,4.41,0,,,,,,,,,,,
20131121:2010,0,0,0,4.11,4.28,0,,,,,,,,,,,
20131121:2110,0,0,0,3.78,4.21,0,,,,,,,,,,,
20131121:2210,0,0,0,3.49,4.28,0,,,,,,,,,,,
20131121:2310,0,0,0,3.45,4.21,0,,,,,,,,,,,
20131122:0010,0,0,0,3.38,4.21,0,,,,,,,,,,,
20131122:0110,0,0,0,3.17,4.07,0,,,,,,,,,,,
20131122:0210,0,0,0,3.12,4,0,,,,,,,,,,,
20131122:0310,0,0,0,2.95,3.86,0,,,,,,,,,,,
20131122:0410,0,0,0,2.94,3.79,0,,,,,,,,,,,
20131122:0510,0,0,0,3.14,3.86,0,,,,,,,,,,,
20131122:0610,0,0,0,3.36,4.07,0,,,,,,,,,,,
20131122:0710,0,0,0,3.72,4.62,0,,,,,,,,,,,
20131122:0810,7806,75.1,4.39,4.27,4.97,0,,,,,,,,,,,
20131122:0910,10794,97.33,10.77,4.92,5.17,0,,,,,,,,,,,
20131122:1010,81072,620.29,15.43,5.73,4.48,0,,,,,,,,,,,
20131122:1110,90061.5,689.93,17.98,6.58,5.52,0,,,,,,,,,,,
20131122:1210,29196,233.02,18.18,7.27,6.97,0,,,,,,,,,,,
20131122:1310,55050,423.26,16.01,7.27,5.31,0,,,,,,,,,,,
20131122:1410,52461,405.09,11.68,7.26,4.9,0,,,,,,,,,,,
20131122:1510,27009,220.06,5.56,6.85,4.83,0,,,,,,,,,,,
20131122:1610,0,0,0,6.19,4.55,0,,,,,,,,,,,
20131122:1710,0,0,0,5.65,4.34,0,,,,,,,,,,,
20131122:1810,0,0,0,5.27,4.14,0,,,,,,,,,,,
20131122:1910,0,0,0,5.27,4.21,0,,,,,,,,,,,
20131122:2010,0,0,0,5.09,4.07,0,,,,,,,,,,,
20131122:2110,0,0,0,4.94,4,0,,,,,,,,,,,
20131122:2210,0,0,0,4.64,3.93,0,,,,,,,,,,,
20131122:2310,0,0,0,4.12,3.86,0,,,,,,,,,,,
20131123:0010,0,0,0,4.08,3.86,0,,,,,,,,,,,
20131123:0110,0,0,0,4.04,3.79,0,,,,,,,,,,,
20131123:0210,0,0,0,3.93,3.72,0,,,,,,,,,,,
20131123:0310,0,0,0,3.79,3.66,0,,,,,,,,,,,
20131123:0410,0,0,0,3.5,3.66,0,,,,,,,,,,,
20131123:0510,0,0,0,3.1,3.59,0,,,,,,,,,,,
20131123:0610,0,0,0,2.92,3.45,0,,,,,,,,,,,
20131123:0710,0,0,0,2.83,3.52,0,,,,,,,,,,,
20131123:0810,2950.5,35.73,4.18,2.95,3.31,0,,,,,,,,,,,
20131123:0910,41389.5,319.61,10.55,3.74,3.03,0,,,,,,,,,,,
20131123:1010,75571.5,578.94,15.21,4.96,3.45,0,,,,,,,,,,,
20131123:1110,93727.5,724.51,17.76,5.97,3.93,0,,,,,,,,,,,
20131123:1210,31201.5,247.89,17.98,6.32,3.79,0,,,,,,,,,,,
20131123:1310,55528.5,427.93,15.82,6.56,3.79,0,,,,,,,,,,,
20131123:1410,32007,253.56,11.51,6.45,3.86,0,,,,,,,,,,,
20131123:1510,19909.5,167.01,5.41,5.96,3.31,0,,,,,,,,,,,
20131123:1610,0,0,0,5.46,3.17,0,,,,,,,,,,,
20131123:1710,0,0,0,5.24,3.1,0,,,,,,,,,,,
20131123:1810,0,0,0,5.36,3.17,0,,,,,,,,,,,
20131123:1910,0,0,0,5.58,3.31,0,,,,,,,,,,,
20131123:2010,0,0,0,5.69,3.52,0,,,,,,,,,,,
20131123:2110,0,0,0,5.71,3.66,0,,,,,,,,,,,
20131123:2210,0,0,0,5.64,3.66,0,,,,,,,,,,,
20131123:2310,0,0,0,5.25,3.59,0,,,,,,,,,,,
20131124:0010,0,0,0,4.7,3.38,0,,,,,,,,,,,
20131124:0110,0,0,0,4.24,3.31,0,,,,,,,,,,,
20131124:0210,0,0,0,3.86,3.38,0,,,,,,,,,,,
20131124:0310,0,0,0,3.72,3.38,0,,,,,,,,,,,
20131124:0410,0,0,0,3.7,3.45,0,,,,,,,,,,,
20131124:0510,0,0,0,4.02,3.45,0,,,,,,,,,,,
20131124:0610,0,0,0,4.49,3.38,0,,,,,,,,,,,
20131124:0710,0,0,0,4.13,3.52,0,,,,,,,,,,,
20131124:0810,604.5,13.61,3.96,4.18,3.72,0,,,,,,,,,,,
20131124:0910,4183.5,46.26,10.33,4.39,3.66,0,,,,,,,,,,,
20131124:1010,15072,129.2,14.99,4.72,3.79,0,,,,,,,,,,,
20131124:1110,20794.5,171.34,17.55,5.23,4.07,0,,,,,,,,,,,
20131124:1210,18514.5,155.21,17.78,5.67,3.79,0,,,,,,,,,,,
20131124:1310,8817,83.24,15.64,5.92,4.14,0,,,,,,,,,,,
20131124:1410,7986,76.62,11.34,5.9,4,0,,,,,,,,,,,
20131124:1510,9619.5,89.23,5.26,5.18,4.07,0,,,,,,,,,,,
20131124:1610,0,0,0,4.73,3.93,0,,,,,,,,,,,
20131124:1710,0,0,0,4.32,3.59,0,,,,,,,,,,,
20131124:1810,0,0,0,4.11,3.31,0,,,,,,,,,,,
20131124:1910,0,0,0,4.27,3.38,0,,,,,,,,,,,
20131124:2010,0,0,0,3.83,3.24,0,,,,,,,,,,,
20131124:2110,0,0,0,3.63,3.17,0,,,,,,,,,,,
20131124:2210,0,0,0,3.53,3.03,0,,,,,,,,,,,
20131124:2310,0,0,0,3.25,3.03,0,,,,,,,,,,,
20131125:0010,0,0,0,2.71,3.1,0,,,,,,,,,,,
20131125:0110,0,0,0,2.75,3.17,0,,,,,,,,,,,
20131125:0210,0,0,0,2.53,3.24,0,,,,,,,,,,,
20131125:0310,0,0,0,2.86,3.31,0,,,,,,,,,,,
20131125:0410,0,0,0,2.96,3.24,0,,,,,,,,,,,
20131125:0510,0,0,0,3.02,3.17,0,,,,,,,,,,,
20131125:0610,0,0,0,2.82,3.17,0,,,,,,,,,,,
20131125:0710,0,0,0,3.11,3.31,0,,,,,,,,,,,
20131125:0810,8232,78.22,3.75,3.03,3.31,0,,,,,,,,,,,
20131125:0910,21544.5,175.34,10.12,3.73,3.1,0,,,,,,,,,,,
20131125:1010,54168,414.75,14.78,4.34,3.03,0,,,,,,,,,,,
20131125:1110,33009,259.68,17.35,5.16,3.66,0,,,,,,,,,,,
20131125:1210,48135,371.21,17.58,5.8,3.86,0,,,,,,,,,,,
20131125:1310,24190.5,196.5,15.46,6.27,3.86,0,,,,,,,,,,,
20131125:1410,9459,87.95,11.18,6.21,3.45,0,,,,,,,,,,,
20131125:1510,10476,96.14,5.12,6,3.38,0,,,,,,,,,,,
20131125:1610,0,0,0,5.22,3.24,0,,,,,,,,,,,
20131125:1710,0,0,0,4.48,3.24,0,,,,,,,,,,,
20131125:1810,0,0,0,4.15,3.31,0,,,,,,,,,,,
20131125:1910,0,0,0,4.17,3.45,0,,,,,,,,,,,
20131125:2010,0,0,0,3.96,3.24,0,,,,,,,,,,,
20131125:2110,0,0,0,3.8,3.03,0,,,,,,,,,,,
20131125:2210,0,0,0,3.62,2.97,0,,,,,,,,,,,
20131125:2310,0,0,0,3.21,2.76,0,,,,,,,,,,,
20131126:0010,0,0,0,3.06,2.83,0,,,,,,,,,,,
20131126:0110,0,0,0,2.48,2.97,0,,,,,,,,,,,
20131126:0210,0,0,0,1.94,2.97,0,,,,,,,,,,,
20131126:0310,0,0,0,1.48,2.76,0,,,,,,,,,,,
20131126:0410,0,0,0,1.18,2.41,0,,,,,,,,,,,
20131126:0510,0,0,0,0.57,2.21,0,,,,,,,,,,,
20131126:0610,0,0,0,0.05,2.48,0,,,,,,,,,,,
20131126:0710,0,0,0,0.5,2.28,0,,,,,,,,,,,
20131126:0810,10672.5,95.94,3.55,0.24,2.28,0,,,,,,,,,,,
20131126:0910,52971,404.01,9.91,1.11,1.66,0,,,,,,,,,,,
20131126:1010,81456,628.52,14.57,2.66,1.66,0,,,,,,,,,,,
20131126:1110,76929,593.42,17.15,3.94,2.07,0,,,,,,,,,,,
20131126:1210,77076,597.09,17.39,4.92,2.14,0,,,,,,,,,,,
20131126:1310,47482.5,368.08,15.29,5.41,2.28,0,,,,,,,,,,,
20131126:1410,21366,175.81,11.03,5.59,2.21,0,,,,,,,,,,,
20131126:1510,849,16.33,4.99,5.18,1.72,0,,,,,,,,,,,
20131126:1610,0,0,0,4.3,1.86,0,,,,,,,,,,,
20131126:1710,0,0,0,3.34,1.93,0,,,,,,,,,,,
20131126:1810,0,0,0,2.81,2,0,,,,,,,,,,,
20131126:1910,0,0,0,3.91,2.07,0,,,,,,,,,,,
20131126:2010,0,0,0,3.69,2.14,0,,,,,,,,,,,
20131126:2110,0,0,0,3.28,2.21,0,,,,,,,,,,,
20131126:2210,0,0,0,2.75,2.21,0,,,,,,,,,,,
20131126:2310,0,0,0,2.93,2.07,0,,,,,,,,,,,
20131127:0010,0,0,0,3.22,1.86,0,,,,,,,,,,,
20131127:0110,0,0,0,3.54,1.79,0,,,,,,,,,,,
20131127:0210,0,0,0,3.78,1.93,0,,,,,,,,,,,
20131127:0310,0,0,0,4.11,2,0,,,,,,,,,,,
20131127:0410,0,0,0,4.47,1.93,0,,,,,,,,,,,
20131127:0510,0,0,0,4.81,1.72,0,,,,,,,,,,,
20131127:0610,0,0,0,5.09,1.52,0,,,,,,,,,,,
20131127:0710,0,0,0,5.33,1.52,0,,,,,,,,,,,
20131127:0810,6175.5,62.99,3.35,5.67,1.31,0,,,,,,,,,,,
20131127:0910,930,17.23,9.71,6.06,1.03,0,,,,,,,,,,,
20131127:1010,1012.5,18.14,14.37,6.9,1.03,0,,,,,,,,,,,
20131127:1110,6093,62.58,16.95,7.73,1.38,0,,,,,,,,,,,
20131127:1210,4966.5,53.51,17.21,8.24,1.52,0,,,,,,,,,,,
20131127:1310,12018,108.78,15.12,8.57,1.52,0,,,,,,,,,,,
20131127:1410,5131.5,54.9,10.89,8.79,1.17,0,,,,,,,,,,,
20131127:1510,358.5,10.88,4.86,8.76,1.03,0,,,,,,,,,,,
20131127:1610,0,0,0,8.39,1.38,0,,,,,,,,,,,
20131127:1710,0,0,0,8.03,1.45,0,,,,,,,,,,,
20131127:1810,0,0,0,7.84,1.45,0,,,,,,,,,,,
20131127:1910,0,0,0,7.62,1.1,0,,,,,,,,,,,
20131127:2010,0,0,0,7.44,1.17,0,,,,,,,,,,,
20131127:2110,0,0,0,7.23,1.17,0,,,,,,,,,,,
20131127:2210,0,0,0,7.03,1.31,0,,,,,,,,,,,
20131127:2310,0,0,0,6.94,1.38,0,,,,,,,,,,,
20131128:0010,0,0,0,6.88,1.59,0,,,,,,,,,,,
20131128:0110,0,0,0,6.85,1.72,0,,,,,,,,,,,
20131128:0210,0,0,0,6.62,1.79,0,,,,,,,,,,,
20131128:0310,0,0,0,6.56,1.86,0,,,,,,,,,,,
20131128:0410,0,0,0,6.45,1.86,0,,,,,,,,,,,
20131128:0510,0,0,0,6.38,1.72,0,,,,,,,,,,,
20131128:0610,0,0,0,6.16,1.52,0,,,,,,,,,,,
20131128:0710,0,0,0,6.86,1.24,0,,,,,,,,,,,
20131128:0810,438,11.79,3.15,6.87,1.31,0,,,,,,,,,,,
20131128:0910,23068.5,189.7,9.51,7.05,1.52,0,,,,,,,,,,,
20131128:1010,3262.5,39,14.17,7.33,1.79,0,,,,,,,,,,,
20131128:1110,4768.5,51.7,16.76,7.45,1.86,0,,,,,,,,,,,
20131128:1210,3574.5,41.72,17.04,7.63,1.93,0,,,,,,,,,,,
20131128:1310,6316.5,64.4,14.96,7.94,2,0,,,,,,,,,,,
20131128:1410,4425,48.98,10.75,8.06,1.79,0,,,,,,,,,,,
20131128:1510,588,13.61,4.74,8.05,1.59,0,,,,,,,,,,,
20131128:1610,0,0,0,7.78,1.52,0,,,,,,,,,,,
20131128:1710,0,0,0,7.62,1.52,0,,,,,,,,,,,
20131128:1810,0,0,0,7.43,1.45,0,,,,,,,,,,,
20131128:1910,0,0,0,7.64,1.38,0,,,,,,,,,,,
20131128:2010,0,0,0,7.55,1.31,0,,,,,,,,,,,
20131128:2110,0,0,0,7.45,1.1,0,,,,,,,,,,,
20131128:2210,0,0,0,7.29,0.97,0,,,,,,,,,,,
20131128:2310,0,0,0,7.12,0.9,0,,,,,,,,,,,
20131129:0010,0,0,0,6.94,1.1,0,,,,,,,,,,,
20131129:0110,0,0,0,7.05,1.31,0,,,,,,,,,,,
20131129:0210,0,0,0,6.89,1.66,0,,,,,,,,,,,
20131129:0310,0,0,0,6.73,2.07,0,,,,,,,,,,,
20131129:0410,0,0,0,6.55,2.48,0,,,,,,,,,,,
20131129:0510,0,0,0,6.38,2.48,0,,,,,,,,,,,
20131129:0610,0,0,0,6.46,2.9,0,,,,,,,,,,,
20131129:0710,0,0,0,6.54,3.52,0,,,,,,,,,,,
20131129:0810,0,2.72,2.96,6.45,3.93,0,,,,,,,,,,,
20131129:0910,2442,31.75,9.32,7.14,4.34,0,,,,,,,,,,,
20131129:1010,15732,135.47,13.98,7.87,4.76,0,,,,,,,,,,,
20131129:1110,18604.5,157.27,16.58,8.39,4.41,0,,,,,,,,,,,
20131129:1210,15460.5,134.16,16.87,8.59,4.97,0,,,,,,,,,,,
20131129:1310,7791,76.13,14.81,8.9,5.24,0,,,,,,,,,,,
20131129:1410,4935,53.17,10.62,8.91,5.86,0,,,,,,,,,,,
20131129:1510,6846,68.66,4.63,8.63,5.52,0,,,,,,,,,,,
20131129:1610,0,0,0,8.05,5.31,0,,,,,,,,,,,
20131129:1710,0,0,0,7.41,5.45,0,,,,,,,,,,,
20131129:1810,0,0,0,6.82,5.59,0,,,,,,,,,,,
20131129:1910,0,0,0,7.01,5.31,0,,,,,,,,,,,
20131129:2010,0,0,0,6.68,5.45,0,,,,,,,,,,,
20131129:2110,0,0,0,6.35,5.52,0,,,,,,,,,,,
20131129:2210,0,0,0,6.12,5.38,0,,,,,,,,,,,
20131129:2310,0,0,0,5.71,5.17,0,,,,,,,,,,,
20131130:0010,0,0,0,5.4,5.03,0,,,,,,,,,,,
20131130:0110,0,0,0,5.28,4.97,0,,,,,,,,,,,
20131130:0210,0,0,0,5.11,4.9,0,,,,,,,,,,,
20131130:0310,0,0,0,5.09,5.03,0,,,,,,,,,,,
20131130:0410,0,0,0,5.15,5.03,0,,,,,,,,,,,
20131130:0510,0,0,0,4.92,4.9,0,,,,,,,,,,,
20131130:0610,0,0,0,4.89,5.03,0,,,,,,,,,,,
20131130:0710,0,0,0,4.95,4.83,0,,,,,,,,,,,
20131130:0810,0,5.44,2.78,5.19,4.69,0,,,,,,,,,,,
20131130:0910,15345,131.05,9.13,5.5,4.48,0,,,,,,,,,,,
20131130:1010,4258.5,47.16,13.8,6.01,3.59,0,,,,,,,,,,,
20131130:1110,62799,482.31,16.41,6.49,4,0,,,,,,,,,,,
20131130:1210,18328.5,154.42,16.71,6.85,3.86,0,,,,,,,,,,,
20131130:1310,18640.5,156.73,14.67,7.41,4.14,0,,,,,,,,,,,
20131130:1410,7341,72.07,10.49,7.72,4.21,0,,,,,,,,,,,
20131130:1510,4950,53.13,4.53,7.41,3.52,0,,,,,,,,,,,
20131130:1610,0,0,0,6.66,3.03,0,,,,,,,,,,,
20131130:1710,0,0,0,5.62,2.62,0,,,,,,,,,,,
20131130:1810,0,0,0,4.88,2.9,0,,,,,,,,,,,
20131130:1910,0,0,0,4.86,3.03,0,,,,,,,,,,,
20131130:2010,0,0,0,4.16,2.41,0,,,,,,,,,,,
20131130:2110,0,0,0,3.22,2,0,,,,,,,,,,,
20131130:2210,0,0,0,2.46,2,0,,,,,,,,,,,
20131130:2310,0,0,0,2.14,1.93,0,,,,,,,,,,,
20131201:0010,0,0,0,1.56,2.07,0,,,,,,,,,,,
20131201:0110,0,0,0,1.08,2.14,0,,,,,,,,,,,
20131201:0210,0,0,0,0.84,2.21,0,,,,,,,,,,,
20131201:0310,0,0,0,0.75,2.28,0,,,,,,,,,,,
20131201:0410,0,0,0,0.8,2.34,0,,,,,,,,,,,
20131201:0510,0,0,0,1.2,2.28,0,,,,,,,,,,,
20131201:0610,0,0,0,1.57,2.21,0,,,,,,,,,,,
20131201:0710,0,0,0,1.72,2,0,,,,,,,,,,,
20131201:0810,0,4.54,2.59,1.68,2.07,0,,,,,,,,,,,
20131201:0910,2089.5,28.12,8.95,2.68,1.93,0,,,,,,,,,,,
20131201:1010,5842.5,59.86,13.62,4.92,2,0,,,,,,,,,,,
20131201:1110,7515,73.47,16.24,6.38,2.28,0,,,,,,,,,,,
20131201:1210,16074,138.27,16.55,7.23,2.83,0,,,,,,,,,,,
20131201:1310,7710,75.28,14.53,7.79,2.76,0,,,,,,,,,,,
20131201:1410,17328,147.47,10.37,7.88,2.41,0,,,,,,,,,,,
20131201:1510,7753.5,75.74,4.43,7.68,2.14,0,,,,,,,,,,,
20131201:1610,0,0,0,7.02,2.07,0,,,,,,,,,,,
20131201:1710,0,0,0,6.27,2.07,0,,,,,,,,,,,
20131201:1810,0,0,0,6.06,2,0,,,,,,,,,,,
20131201:1910,0,0,0,5.13,2.14,0,,,,,,,,,,,
20131201:2010,0,0,0,4.93,2.21,0,,,,,,,,,,,
20131201:2110,0,0,0,5.21,2.14,0,,,,,,,,,,,
20131201:2210,0,0,0,5.61,2.07,0,,,,,,,,,,,
20131201:2310,0,0,0,5.84,2,0,,,,,,,,,,,
20131202:0010,0,0,0,5.67,2.14,0,,,,,,,,,,,
20131202:0110,0,0,0,5.69,2.14,0,,,,,,,,,,,
20131202:0210,0,0,0,5.64,2.14,0,,,,,,,,,,,
20131202:0310,0,0,0,5.58,2.07,0,,,,,,,,,,,
20131202:0410,0,0,0,5.28,2.14,0,,,,,,,,,,,
20131202:0510,0,0,0,4.82,2.14,0,,,,,,,,,,,
20131202:0610,0,0,0,4.76,2.14,0,,,,,,,,,,,
20131202:0710,0,0,0,5.09,2.07,0,,,,,,,,,,,
20131202:0810,0,3.63,2.42,4.8,2.07,0,,,,,,,,,,,
20131202:0910,1020,18.14,8.78,5.5,1.86,0,,,,,,,,,,,
20131202:1010,10173,93.74,13.45,6.44,1.72,0,,,,,,,,,,,
20131202:1110,3259.5,39,16.08,7.49,1.86,0,,,,,,,,,,,
20131202:1210,13204.5,117.6,16.4,8.2,2,0,,,,,,,,,,,
20131202:1310,14457,126.88,14.4,8.57,2.14,0,,,,,,,,,,,
20131202:1410,6415.5,65.13,10.26,8.51,1.93,0,,,,,,,,,,,
20131202:1510,3822,43.9,4.33,8,1.72,0,,,,,,,,,,,
20131202:1610,0,0,0,6.69,2,0,,,,,,,,,,,
20131202:1710,0,0,0,5.84,2,0,,,,,,,,,,,
20131202:1810,0,0,0,4.95,2,0,,,,,,,,,,,
20131202:1910,0,0,0,4.29,1.86,0,,,,,,,,,,,
20131202:2010,0,0,0,3.74,1.66,0,,,,,,,,,,,
20131202:2110,0,0,0,3.11,1.52,0,,,,,,,,,,,
20131202:2210,0,0,0,2.59,1.38,0,,,,,,,,,,,
20131202:2310,0,0,0,1.91,1.45,0,,,,,,,,,,,
20131203:0010,0,0,0,0.86,1.59,0,,,,,,,,,,,
20131203:0110,0,0,0,0.56,1.45,0,,,,,,,,,,,
20131203:0210,0,0,0,0.06,1.24,0,,,,,,,,,,,
20131203:0310,0,0,0,-0.19,1.17,0,,,,,,,,,,,
20131203:0410,0,0,0,0.29,1.03,0,,,,,,,,,,,
20131203:0510,0,0,0,0.52,1.1,0,,,,,,,,,,,
20131203:0610,0,0,0,0.63,0.83,0,,,,,,,,,,,
20131203:0710,0,0,0,3.4,0.76,0,,,,,,,,,,,
20131203:0810,0,4.54,2.25,3.54,0.76,0,,,,,,,,,,,
20131203:0910,3213,38.09,8.61,3.79,0.62,0,,,,,,,,,,,
20131203:1010,7158,70.09,13.29,4.24,0.55,0,,,,,,,,,,,
20131203:1110,2868,35.37,15.92,5.58,0.41,0,,,,,,,,,,,
20131203:1210,4686,50.79,16.26,5.95,0.41,0,,,,,,,,,,,
20131203:1310,5689.5,58.96,14.28,6.03,0.9,0,,,,,,,,,,,
20131203:1410,2052,28.12,10.16,5.96,1.31,0,,,,,,,,,,,
20131203:1510,597,13.61,4.25,5.7,1.66,0,,,,,,,,,,,
20131203:1610,0,0,0,5.34,1.52,0,,,,,,,,,,,
20131203:1710,0,0,0,5.01,1.59,0,,,,,,,,,,,
20131203:1810,0,0,0,4.71,1.79,0,,,,,,,,,,,
20131203:1910,0,0,0,4.25,1.79,0,,,,,,,,,,,
20131203:2010,0,0,0,3.66,2.07,0,,,,,,,,,,,
20131203:2110,0,0,0,3.51,2.28,0,,,,,,,,,,,
20131203:2210,0,0,0,3.89,2.41,0,,,,,,,,,,,
20131203:2310,0,0,0,3.72,2.55,0,,,,,,,,,,,
20131204:0010,0,0,0,3.46,2.69,0,,,,,,,,,,,
20131204:0110,0,0,0,3.52,2.83,0,,,,,,,,,,,
20131204:0210,0,0,0,3.35,2.97,0,,,,,,,,,,,
20131204:0310,0,0,0,3.42,3.03,0,,,,,,,,,,,
20131204:0410,0,0,0,3.82,3.1,0,,,,,,,,,,,
20131204:0510,0,0,0,3.85,3.03,0,,,,,,,,,,,
20131204:0610,0,0,0,3.66,3.1,0,,,,,,,,,,,
20131204:0710,0,0,0,5.03,3.24,0,,,,,,,,,,,
20131204:0810,0,0,0,5.38,3.17,0,,,,,,,,,,,
20131204:0910,1377,21.77,8.44,6.4,3.24,0,,,,,,,,,,,
20131204:1010,3904.5,44.44,13.13,7.29,3.17,0,,,,,,,,,,,
20131204:1110,2034,28.12,15.77,7.84,3.1,0,,,,,,,,,,,
20131204:1210,15898.5,137.2,16.13,7.94,3.45,0,,,,,,,,,,,
20131204:1310,32541,258.68,14.17,7.69,3.59,0,,,,,,,,,,,
20131204:1410,13105.5,115.63,10.06,7.47,3.59,0,,,,,,,,,,,
20131204:1510,19068,161.41,4.17,6.76,3.03,0,,,,,,,,,,,
20131204:1610,0,0,0,5.49,2.69,0,,,,,,,,,,,
20131204:1710,0,0,0,4.33,2.48,0,,,,,,,,,,,
20131204:1810,0,0,0,3.41,2.55,0,,,,,,,,,,,
20131204:1910,0,0,0,2.85,2.55,0,,,,,,,,,,,
20131204:2010,0,0,0,2.26,2.55,0,,,,,,,,,,,
20131204:2110,0,0,0,1.79,2.62,0,,,,,,,,,,,
20131204:2210,0,0,0,1.51,2.76,0,,,,,,,,,,,
20131204:2310,0,0,0,1.31,2.76,0,,,,,,,,,,,
20131205:0010,0,0,0,1.12,2.83,0,,,,,,,,,,,
20131205:0110,0,0,0,0.95,2.97,0,,,,,,,,,,,
20131205:0210,0,0,0,0.85,3.03,0,,,,,,,,,,,
20131205:0310,0,0,0,0.8,3.24,0,,,,,,,,,,,
20131205:0410,0,0,0,0.86,3.52,0,,,,,,,,,,,
20131205:0510,0,0,0,1.17,4,0,,,,,,,,,,,
20131205:0610,0,0,0,1.76,4.69,0,,,,,,,,,,,
20131205:0710,0,0,0,2.25,5.38,0,,,,,,,,,,,
20131205:0810,0,0,0,2.92,6.34,0,,,,,,,,,,,
20131205:0910,9538.5,87.3,8.28,3.99,7.31,0,,,,,,,,,,,
20131205:1010,17484,146.29,12.98,5.37,8,0,,,,,,,,,,,
20131205:1110,64225.5,486.03,15.63,6.7,8.55,0,,,,,,,,,,,
20131205:1210,84130.5,638.6,16,7.96,8.97,0,,,,,,,,,,,
20131205:1310,30658.5,244.09,14.06,8.98,9.17,0,,,,,,,,,,,
20131205:1410,8716.5,83.08,9.98,9.6,8.55,0,,,,,,,,,,,
20131205:1510,663,14.51,4.1,9.53,7.72,0,,,,,,,,,,,
20131205:1610,0,0,0,8.9,7.38,0,,,,,,,,,,,
